инн,год,оценка,дата_регистрации,статус,нематериальные_активы,результаты_исследований_и_разработок,нематериальные_поисковые_активы,материальные_поисковые_активы,основные_средства,доходные_вложения_в_материальные_ценности,финансовые_вложения,отложенные_налоговые_активы,прочие_внеоборотные_активы,итого_по_разделу_i,запасы,налог_на_добавленную_стоимость_по_приобретенным_ценностям,дебиторская_задолженность,финансовые_вложения_(за_исключением_денежных_эквивалентов),денежные_средства_и_денежные_эквиваленты,прочие_оборотные_активы,итого_по_разделу_ii,баланс,"уставный_капитал_(складочный_капитал,_уставный_фонд,_вклады_товарищей)","собственные_акции,_выкупленные_у_акционеров",переоценка_внеоборотных_активов,добавочный_капитал_(без_переоценки),резервный_капитал,нераспределенная_прибыль_(непокрытый_убыток),итого_по_разделу_iii,заемные_средства,отложенные_налоговые_обязательства,оценочные_обязательства,прочие_обязательства,итого_по_разделу_iv,кредиторская_задолженность,доходы_будущих_периодов,итого_по_разделу_v,выручка,себестоимость_продаж,валовая_прибыль_(убыток),коммерческие_расходы,управленческие_расходы,прибыль_(убыток)_от_продаж,доходы_от_участия_в_других_организациях,проценты_к_получению,проценты_к_уплате,прочие_доходы,прочие_расходы,прибыль_(убыток)_до_налогообложения,текущий_налог_на_прибыль,постоянные_налоговые_обязательства_(активы),изменение_отложенных_налоговых_обязательств,изменение_отложенных_налоговых_активов,прочее,чистая_прибыль_(убыток),"результат_от_переоценки_внеоборотных_активов,_не_включаемый_в_чистую_прибыль_(убыток)_периода","результат_от_прочих_операций,_не_включаемый_в_чистую_прибыль_(убыток)_периода",совокупный_финансовый_результат_периода
3016021040,2017,средний,12.08.1997,Действующее,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3016021040,2016,средний,12.08.1997,Действующее,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7701010842,2018,высокий,26.10.1993,Действующее,1349000.0,0.0,0.0,0.0,21765000.0,0.0,0.0,5345000.0,244000.0,28703000.0,2980715000.0,29758000.0,1468222000.0,401101000.0,68336000.0,1444000.0,4949575000.0,4978277000.0,85000.0,0.0,2000.0,18000.0,13000.0,1268939000.0,1269057000.0,1386153000.0,0.0,26096000.0,0.0,1198428000.0,1098543000.0,0.0,2510792000.0,5736042000.0,3878329000.0,1857713000.0,1667640000.0,0.0,190073000.0,0.0,41017000.0,202104000.0,887720000.0,846741000.0,69965000.0,16203000.0,-3182000.0,0.0,-625000.0,29869000.0,83006000.0,0.0,0.0,83006000.0
6104000800,2018,высокий,26.05.1999,Действующее,0.0,0.0,0.0,0.0,27239000.0,0.0,0.0,0.0,0.0,27239000.0,14530000.0,0.0,160000.0,0.0,1735000.0,0.0,16425000.0,43664000.0,0.0,0.0,0.0,0.0,0.0,0.0,22447000.0,1101000.0,0.0,0.0,0.0,20016000.0,100000.0,0.0,1201000.0,60055000.0,48027000.0,12028000.0,0.0,0.0,12028000.0,0.0,0.0,2550000.0,2162000.0,3852000.0,7788000.0,0.0,0.0,0.0,0.0,0.0,7788000.0,0.0,0.0,0.0
6104000800,2017,высокий,26.05.1999,Действующее,0.0,0.0,0.0,0.0,21032000.0,0.0,0.0,0.0,0.0,21032000.0,7355000.0,0.0,236000.0,0.0,710000.0,0.0,8301000.0,29333000.0,0.0,0.0,0.0,0.0,0.0,0.0,14659000.0,300000.0,0.0,0.0,0.0,13776000.0,598000.0,0.0,898000.0,48921000.0,46261000.0,2660000.0,0.0,0.0,2660000.0,0.0,0.0,1917000.0,685000.0,923000.0,505000.0,0.0,0.0,0.0,0.0,0.0,505000.0,0.0,0.0,0.0
6104000800,2016,высокий,26.05.1999,Действующее,0.0,0.0,0.0,0.0,15641000.0,0.0,0.0,0.0,0.0,15641000.0,9677000.0,0.0,242000.0,0.0,511000.0,0.0,10430000.0,26071000.0,12884000.0,0.0,0.0,0.0,0.0,1270000.0,14154000.0,6200000.0,0.0,0.0,0.0,5617000.0,100000.0,0.0,6300000.0,41516000.0,39980000.0,1536000.0,0.0,0.0,1536000.0,0.0,0.0,3063000.0,2506000.0,918000.0,61000.0,0.0,0.0,0.0,0.0,0.0,61000.0,0.0,0.0,61000.0
1101205849,2018,высокий,03.11.2009,Действующее,0.0,0.0,0.0,0.0,116538000.0,0.0,0.0,2355000.0,0.0,118893000.0,136305000.0,6185000.0,118507000.0,0.0,83003000.0,2580000.0,346581000.0,465474000.0,89369000.0,0.0,0.0,0.0,0.0,-81972000.0,7397000.0,0.0,475000.0,37907000.0,0.0,31675000.0,388496000.0,0.0,426403000.0,1833450000.0,1800153000.0,33297000.0,0.0,50497000.0,-17200000.0,0.0,1588000.0,8563000.0,153797000.0,155433000.0,-25811000.0,0.0,-2102000.0,705000.0,2355000.0,-5021000.0,-27772000.0,0.0,0.0,-27772000.0
1101205849,2017,высокий,03.11.2009,Действующее,0.0,0.0,0.0,0.0,97792000.0,0.0,0.0,0.0,0.0,97792000.0,156545000.0,2731000.0,107323000.0,0.0,170380000.0,3470000.0,440449000.0,538241000.0,89369000.0,0.0,0.0,0.0,0.0,-54201000.0,35168000.0,497000.0,1180000.0,38694000.0,16000.0,48380000.0,415486000.0,0.0,454693000.0,2002349000.0,1907766000.0,94583000.0,0.0,52100000.0,42483000.0,0.0,4346000.0,6594000.0,266732000.0,359333000.0,-52366000.0,13953000.0,-2859000.0,21567000.0,0.0,-11796000.0,-56548000.0,0.0,0.0,-56548000.0
1101205849,2016,высокий,03.11.2009,Действующее,0.0,0.0,0.0,0.0,35923000.0,0.0,0.0,0.0,0.0,35923000.0,111325000.0,4139000.0,238046000.0,0.0,198164000.0,3162000.0,554835000.0,590758000.0,89369000.0,0.0,0.0,0.0,0.0,2347000.0,91716000.0,60000000.0,22747000.0,35646000.0,0.0,22747000.0,380650000.0,0.0,476295000.0,1800687000.0,1615535000.0,185152000.0,0.0,42667000.0,142485000.0,0.0,0.0,3648000.0,194084000.0,305186000.0,27735000.0,2715000.0,-5123000.0,7955000.0,0.0,17014000.0,51000.0,0.0,0.0,51000.0
6410002524,2018,средний,17.02.1992,Действующее,0.0,0.0,0.0,0.0,2966000.0,0.0,0.0,0.0,0.0,2966000.0,16218000.0,0.0,4500000.0,0.0,1879000.0,0.0,22597000.0,25563000.0,4758000.0,0.0,0.0,0.0,0.0,20805000.0,25563000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19856000.0,16661000.0,3195000.0,0.0,0.0,3195000.0,0.0,0.0,0.0,2831000.0,3690000.0,2336000.0,0.0,0.0,0.0,0.0,-82000.0,2254000.0,0.0,0.0,2254000.0
