инн,год,оценка,дата_регистрации,статус,нематериальные_активы,результаты_исследований_и_разработок,нематериальные_поисковые_активы,материальные_поисковые_активы,основные_средства,доходные_вложения_в_материальные_ценности,финансовые_вложения,отложенные_налоговые_активы,прочие_внеоборотные_активы,итого_по_разделу_i,запасы,налог_на_добавленную_стоимость_по_приобретенным_ценностям,дебиторская_задолженность,финансовые_вложения_(за_исключением_денежных_эквивалентов),денежные_средства_и_денежные_эквиваленты,прочие_оборотные_активы,итого_по_разделу_ii,баланс,"уставный_капитал_(складочный_капитал,_уставный_фонд,_вклады_товарищей)","собственные_акции,_выкупленные_у_акционеров",переоценка_внеоборотных_активов,добавочный_капитал_(без_переоценки),резервный_капитал,нераспределенная_прибыль_(непокрытый_убыток),итого_по_разделу_iii,заемные_средства,отложенные_налоговые_обязательства,оценочные_обязательства,прочие_обязательства,итого_по_разделу_iv,кредиторская_задолженность,доходы_будущих_периодов,итого_по_разделу_v,выручка,себестоимость_продаж,валовая_прибыль_(убыток),коммерческие_расходы,управленческие_расходы,прибыль_(убыток)_от_продаж,доходы_от_участия_в_других_организациях,проценты_к_получению,проценты_к_уплате,прочие_доходы,прочие_расходы,прибыль_(убыток)_до_налогообложения,текущий_налог_на_прибыль,постоянные_налоговые_обязательства_(активы),изменение_отложенных_налоговых_обязательств,изменение_отложенных_налоговых_активов,прочее,чистая_прибыль_(убыток),"результат_от_переоценки_внеоборотных_активов,_не_включаемый_в_чистую_прибыль_(убыток)_периода","результат_от_прочих_операций,_не_включаемый_в_чистую_прибыль_(убыток)_периода",совокупный_финансовый_результат_периода
3525165706,2018,низкий,16.05.2006,Действующее,"0,00","0,00","0,00","0,00","689 000,00","0,00","0,00","0,00","893 540 000,00","894 229 000,00","7 590 000,00","0,00","35 303 000,00","0,00","0,00","0,00","42 893 000,00","937 122 000,00","11 000,00","0,00","0,00","0,00","0,00","-386 269 000,00","-386 258 000,00","0,00","0,00","0,00","738 188 000,00","120 887 000,00","464 305 000,00","0,00","1 202 493 000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","7 232 000,00","39 480 000,00","-32 248 000,00","0,00","0,00","0,00","0,00","0,00","-32 248 000,00","0,00","0,00","-32 248 000,00"
3525165706,2017,низкий,16.05.2006,Действующее,"0,00","0,00","0,00","0,00","689 000,00","0,00","0,00","0,00","893 540 000,00","894 229 000,00","7 590 000,00","0,00","28 071 000,00","0,00","0,00","0,00","35 661 000,00","929 890 000,00","11 000,00","0,00","0,00","0,00","0,00","-354 021 000,00","-354 010 000,00","0,00","0,00","0,00","738 188 000,00","120 887 000,00","424 825 000,00","0,00","1 163 013 000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","294 245 000,00","-294 245 000,00","0,00","0,00","0,00","0,00","0,00","-294 245 000,00","0,00","0,00","-294 245 000,00"
3525165706,2016,низкий,16.05.2006,Действующее,"0,00","0,00","0,00","0,00","689 000,00","0,00","0,00","0,00","893 540 000,00","894 229 000,00","5 282 000,00","0,00","328 362 000,00","1 614 000,00","0,00","0,00","335 258 000,00","1 229 487 000,00","11 000,00","0,00","0,00","0,00","0,00","-59 776 000,00","-59 765 000,00","0,00","0,00","0,00","738 188 000,00","91 472 000,00","459 592 000,00","0,00","1 197 780 000,00","2 156 000,00","30 383 000,00","-28 227 000,00","0,00","7 931 000,00","-36 158 000,00","0,00","0,00","23 596 000,00","0,00","22 000,00","-59 776 000,00","0,00","0,00","0,00","0,00","0,00","-59 776 000,00","0,00","0,00","-59 776 000,00"
6670142587,2018,низкий,29.09.2006,Действующее,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","390 000,00","0,00","9 000,00","0,00","399 000,00","399 000,00","0,00","0,00","0,00","0,00","0,00","0,00","99 000,00","0,00","0,00","0,00","0,00","0,00","300 000,00","0,00","300 000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
6670142587,2017,низкий,29.09.2006,Действующее,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","390 000,00","0,00","9 000,00","0,00","399 000,00","399 000,00","0,00","0,00","0,00","0,00","0,00","0,00","99 000,00","0,00","0,00","0,00","0,00","0,00","300 000,00","0,00","300 000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
6670142587,2016,низкий,29.09.2006,Действующее,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","26 869 000,00","0,00","9 000,00","0,00","26 878 000,00","26 877 000,00","0,00","0,00","0,00","0,00","0,00","0,00","676 000,00","0,00","0,00","0,00","0,00","25 901 000,00","300 000,00","0,00","300 000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
7720608028,2018,низкий,14.02.2008,Действующее,"0,00","0,00","0,00","0,00","5 523 000,00","0,00","0,00","0,00","0,00","5 523 000,00","25 790 000,00","288 000,00","16 952 000,00","0,00","147 000,00","4 207 000,00","47 384 000,00","52 907 000,00","10 000,00","0,00","0,00","0,00","0,00","20 023 000,00","20 033 000,00","0,00","0,00","0,00","0,00","8 374 000,00","24 500 000,00","0,00","24 500 000,00","55 573 000,00","37 428 000,00","18 145 000,00","15 112 000,00","0,00","3 033 000,00","0,00","0,00","0,00","145 000,00","1 464 000,00","1 714 000,00","367 000,00","0,00","0,00","0,00","0,00","1 347 000,00","0,00","0,00","1 347 000,00"
7720608028,2017,низкий,14.02.2008,Действующее,"0,00","0,00","0,00","0,00","7 150 000,00","0,00","0,00","0,00","0,00","7 150 000,00","26 300 000,00","291 000,00","21 807 000,00","0,00","16 000,00","3 286 000,00","51 700 000,00","58 850 000,00","10 000,00","0,00","0,00","0,00","0,00","17 599 000,00","17 609 000,00","0,00","0,00","0,00","0,00","14 197 000,00","27 044 000,00","0,00","27 044 000,00","37 155 000,00","25 577 000,00","11 578 000,00","9 517 000,00","0,00","2 061 000,00","0,00","0,00","0,00","190 000,00","285 000,00","1 966 000,00","375 000,00","0,00","0,00","0,00","0,00","1 591 000,00","0,00","0,00","1 591 000,00"
7720608028,2016,низкий,14.02.2008,Действующее,"0,00","0,00","0,00","0,00","1 685 000,00","0,00","0,00","0,00","3 000,00","1 688 000,00","16 329 000,00","288 000,00","37 819 000,00","0,00","2 849 000,00","4 335 000,00","61 621 000,00","63 309 000,00","10 000,00","0,00","0,00","0,00","0,00","16 033 000,00","16 043 000,00","12 783 000,00","0,00","0,00","0,00","0,00","34 484 000,00","0,00","47 266 000,00","13 478 000,00","9 165 000,00","4 313 000,00","2 978 000,00","16 000,00","1 319 000,00","0,00","0,00","0,00","119 000,00","752 000,00","686 000,00","95 000,00","0,00","0,00","0,00","0,00","591 000,00","0,00","0,00","591 000,00"
6662024195,2018,средний,31.03.1994,Действующее,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","7 842 000,00","7 842 000,00","47 000,00","0,00","10 000,00","0,00","6 452 000,00","0,00","6 509 000,00","14 351 000,00","200 000,00","0,00","0,00","0,00","0,00","244 000,00","444 000,00","0,00","0,00","0,00","13 904 000,00","0,00","3 000,00","0,00","13 907 000,00","28 000,00","0,00","28 000,00","0,00","0,00","28 000,00","0,00","0,00","0,00","9 437 000,00","9 400 000,00","65 000,00","13 000,00","0,00","0,00","0,00","0,00","52 000,00","0,00","0,00","52 000,00"
6662024195,2017,средний,31.03.1994,Действующее,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","7 449 000,00","7 449 000,00","20 000,00","0,00","294 000,00","0,00","4 582 000,00","0,00","4 896 000,00","12 345 000,00","200 000,00","0,00","0,00","0,00","0,00","192 000,00","392 000,00","0,00","0,00","0,00","11 950 000,00","0,00","3 000,00","0,00","11 953 000,00","128 000,00","0,00","128 000,00","0,00","0,00","128 000,00","0,00","0,00","0,00","9 297 000,00","9 276 000,00","149 000,00","31 000,00","0,00","0,00","0,00","0,00","118 000,00","0,00","0,00","118 000,00"
6662024195,2016,средний,31.03.1994,Действующее,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5 354 000,00","5 354 000,00","15 000,00","0,00","11 000,00","0,00","4 986 000,00","0,00","5 012 000,00","10 366 000,00","200 000,00","0,00","0,00","0,00","0,00","75 000,00","275 000,00","0,00","0,00","0,00","9 880 000,00","0,00","211 000,00","0,00","10 091 000,00","18 000,00","0,00","18 000,00","0,00","0,00","18 000,00","0,00","0,00","0,00","5 493 000,00","5 350 000,00","161 000,00","32 000,00","0,00","0,00","0,00","0,00","129 000,00","0,00","0,00","129 000,00"
7534016144,2018,низкий,28.02.2002,Действующее,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","2 042 000,00","0,00","2 042 000,00","3 028 000,00","0,00","184 000,00","0,00","1 000,00","133 000,00","3 346 000,00","5 388 000,00","10 000,00","0,00","0,00","0,00","0,00","-4 820 000,00","-4 810 000,00","0,00","0,00","1 529 000,00","0,00","0,00","8 669 000,00","0,00","10 198 000,00","0,00","177 000,00","-177 000,00","0,00","1 268 000,00","-1 445 000,00","0,00","0,00","0,00","5 175 000,00","2 407 000,00","1 323 000,00","0,00","364 000,00","0,00","99 000,00","-148 000,00","1 274 000,00","0,00","0,00","1 274 000,00"
7534016144,2017,низкий,28.02.2002,Действующее,"0,00","0,00","0,00","0,00","1 029 000,00","0,00","0,00","2 042 000,00","0,00","3 071 000,00","4 100 000,00","0,00","4 630 000,00","0,00","0,00","133 000,00","8 863 000,00","11 934 000,00","10 000,00","0,00","0,00","0,00","0,00","-5 998 000,00","-5 988 000,00","0,00","0,00","1 592 000,00","0,00","0,00","16 330 000,00","0,00","17 922 000,00","15 240 000,00","18 136 000,00","-2 896 000,00","0,00","6 412 000,00","-9 308 000,00","0,00","0,00","10 000,00","10 724 000,00","10 950 000,00","-9 544 000,00","0,00","165 000,00","1 000,00","1 744 000,00","-178 000,00","-7 977 000,00","0,00","0,00","-7 977 000,00"
7534016144,2016,низкий,28.02.2002,Действующее,"0,00","0,00","0,00","0,00","1 275 000,00","0,00","0,00","298 000,00","0,00","1 573 000,00","4 836 000,00","0,00","30 592 000,00","0,00","0,00","0,00","35 428 000,00","37 001 000,00","10 000,00","0,00","0,00","0,00","0,00","1 979 000,00","1 989 000,00","0,00","1 000,00","3 709 000,00","0,00","1 000,00","31 302 000,00","0,00","35 011 000,00","96 780 000,00","89 317 000,00","7 463 000,00","0,00","15 032 000,00","-7 569 000,00","0,00","0,00","0,00","7 294 000,00","1 898 000,00","-2 173 000,00","0,00","0,00","0,00","298 000,00","30 000,00","-1 905 000,00","0,00","0,00","-1 905 000,00"
5030060599,2018,низкий,22.12.2007,Действующее,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","2 907 000,00","0,00","2 907 000,00","28 418 000,00","417 000,00","342 470 000,00","360 789 000,00","0,00","0,00","732 094 000,00","735 001 000,00","10 000,00","0,00","0,00","0,00","0,00","48 007 000,00","48 017 000,00","14 213 000,00","-23 000,00","0,00","0,00","221 426 000,00","451 345 000,00","0,00","465 558 000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2614018606,2018,средний,16.10.2003,Действующее,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","7 000,00","0,00","0,00","52 000,00","59 000,00","59 000,00","10 000,00","0,00","0,00","0,00","0,00","-502 000,00","-492 000,00","0,00","0,00","0,00","0,00","0,00","551 000,00","0,00","551 000,00","3 141 000,00","2 980 000,00","161 000,00","0,00","62 000,00","99 000,00","0,00","0,00","0,00","0,00","29 000,00","70 000,00","25 000,00","0,00","0,00","0,00","0,00","45 000,00","0,00","0,00","45 000,00"
2614018606,2017,средний,16.10.2003,Действующее,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","23 000,00","0,00","25 000,00","67 000,00","115 000,00","115 000,00","10 000,00","0,00","0,00","0,00","0,00","-547 000,00","-537 000,00","0,00","0,00","0,00","0,00","0,00","652 000,00","0,00","652 000,00","2 491 000,00","3 192 000,00","-701 000,00","0,00","6 000,00","-707 000,00","0,00","0,00","0,00","0,00","26 000,00","-733 000,00","25 000,00","0,00","0,00","0,00","-13 000,00","-771 000,00","0,00","0,00","-771 000,00"
2614018606,2016,средний,16.10.2003,Действующее,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","59 000,00","0,00","247 000,00","114 000,00","420 000,00","420 000,00","10 000,00","0,00","0,00","0,00","0,00","224 000,00","234 000,00","0,00","0,00","0,00","0,00","0,00","186 000,00","0,00","186 000,00","3 567 000,00","3 515 000,00","52 000,00","0,00","67 000,00","-15 000,00","0,00","0,00","0,00","0,00","69 000,00","-84 000,00","37 000,00","0,00","0,00","0,00","10 000,00","-131 000,00","0,00","0,00","-131 000,00"
7704173468,2018,низкий,07.08.1997,Действующее,"0,00","0,00","0,00","0,00","0,00","0,00","8 000,00","0,00","0,00","8 000,00","3 000,00","0,00","3 124 000,00","0,00","143 000,00","0,00","3 270 000,00","3 278 000,00","0,00","0,00","0,00","0,00","0,00","0,00","218 000,00","1 746 000,00","0,00","0,00","0,00","0,00","1 314 000,00","0,00","3 060 000,00","338 000,00","473 000,00","-135 000,00","0,00","0,00","-135 000,00","0,00","0,00","0,00","21 000,00","14 000,00","-128 000,00","0,00","0,00","0,00","0,00","0,00","-128 000,00","0,00","0,00","0,00"
7704173468,2017,низкий,07.08.1997,Действующее,"0,00","0,00","0,00","0,00","0,00","0,00","8 000,00","0,00","0,00","8 000,00","3 000,00","0,00","3 124 000,00","0,00","223 000,00","0,00","3 350 000,00","3 358 000,00","0,00","0,00","0,00","0,00","0,00","0,00","365 000,00","1 746 000,00","0,00","0,00","0,00","0,00","1 247 000,00","0,00","2 993 000,00","1 388 000,00","2 179 000,00","-791 000,00","0,00","0,00","-791 000,00","0,00","0,00","0,00","0,00","18 000,00","-809 000,00","19 000,00","0,00","0,00","0,00","0,00","-828 000,00","0,00","0,00","0,00"
7704173468,2016,низкий,07.08.1997,Действующее,"0,00","0,00","0,00","0,00","0,00","0,00","8 000,00","0,00","0,00","8 000,00","3 000,00","0,00","3 141 000,00","0,00","210 000,00","0,00","3 354 000,00","3 362 000,00","0,00","0,00","0,00","0,00","0,00","0,00","1 174 000,00","1 746 000,00","0,00","0,00","0,00","0,00","442 000,00","0,00","2 188 000,00","4 091 000,00","3 678 000,00","413 000,00","0,00","0,00","413 000,00","0,00","0,00","0,00","0,00","59 000,00","354 000,00","73 000,00","0,00","0,00","0,00","0,00","281 000,00","0,00","0,00","0,00"
6723021155,2018,низкий,16.01.2008,Действующее,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3 545 000,00","3 545 000,00","3 545 000,00","0,00","0,00","0,00","0,00","0,00","-1 223 000,00","-1 223 000,00","0,00","0,00","0,00","0,00","550 000,00","4 218 000,00","0,00","4 218 000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3 000,00","0,00","0,00","0,00","0,00","0,00","0,00","-3 000,00","0,00","0,00","0,00"
6723021155,2017,низкий,16.01.2008,Действующее,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3 553 000,00","0,00","0,00","0,00","3 553 000,00","3 553 000,00","0,00","0,00","0,00","0,00","0,00","0,00","-1 220 000,00","550 000,00","0,00","0,00","0,00","0,00","4 223 000,00","0,00","4 773 000,00","6 801 000,00","6 671 000,00","130 000,00","0,00","0,00","130 000,00","0,00","0,00","0,00","0,00","28 000,00","102 000,00","25 000,00","0,00","0,00","0,00","0,00","77 000,00","0,00","0,00","0,00"
6723021155,2016,низкий,16.01.2008,Действующее,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5 000,00","0,00","27 000,00","0,00","32 000,00","32 000,00","0,00","0,00","0,00","0,00","0,00","0,00","-1 297 000,00","0,00","0,00","0,00","0,00","0,00","1 329 000,00","0,00","1 329 000,00","717 000,00","722 000,00","-5 000,00","0,00","0,00","-5 000,00","0,00","0,00","0,00","10 000,00","70 000,00","-65 000,00","1 000,00","0,00","0,00","0,00","0,00","-66 000,00","0,00","0,00","0,00"
2902041087,2018,низкий,20.03.2000,Действующее,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2902041087,2017,низкий,20.03.2000,Действующее,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","-444 000,00","0,00","0,00","0,00","0,00","0,00","444 000,00","0,00","444 000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","464 000,00","-464 000,00","0,00","0,00","0,00","0,00","0,00","-464 000,00","0,00","0,00","0,00"
2902041087,2016,низкий,20.03.2000,Действующее,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","464 000,00","0,00","0,00","0,00","464 000,00","464 000,00","0,00","0,00","0,00","0,00","0,00","0,00","20 000,00","0,00","0,00","0,00","0,00","0,00","444 000,00","0,00","444 000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
7435008375,2018,высокий,21.11.2003,Действующее,"0,00","0,00","0,00","0,00","3 410 000,00","0,00","0,00","0,00","0,00","3 410 000,00","10 000,00","0,00","700 000,00","0,00","527 000,00","0,00","1 237 000,00","4 647 000,00","100 000,00","0,00","0,00","4 567 000,00","0,00","-243 000,00","4 424 000,00","0,00","0,00","0,00","0,00","0,00","223 000,00","0,00","223 000,00","5 037 000,00","4 861 000,00","176 000,00","0,00","0,00","176 000,00","0,00","0,00","0,00","0,00","81 000,00","95 000,00","0,00","0,00","0,00","0,00","0,00","95 000,00","0,00","0,00","95 000,00"
7435008375,2017,высокий,21.11.2003,Действующее,"0,00","0,00","0,00","0,00","3 530 000,00","0,00","0,00","0,00","0,00","3 530 000,00","10 000,00","0,00","685 000,00","0,00","418 000,00","0,00","1 113 000,00","4 643 000,00","100 000,00","0,00","0,00","4 566 000,00","0,00","-198 000,00","4 468 000,00","0,00","0,00","0,00","0,00","0,00","175 000,00","0,00","175 000,00","4 478 000,00","4 676 000,00","-198 000,00","0,00","0,00","-198 000,00","0,00","0,00","0,00","0,00","0,00","-198 000,00","0,00","0,00","0,00","0,00","0,00","-198 000,00","0,00","0,00","-198 000,00"
7435008375,2016,высокий,21.11.2003,Действующее,"0,00","0,00","0,00","0,00","3 863 000,00","0,00","0,00","0,00","0,00","3 863 000,00","6 000,00","0,00","757 000,00","0,00","641 000,00","0,00","1 404 000,00","5 267 000,00","100 000,00","0,00","0,00","4 903 000,00","0,00","177 000,00","5 180 000,00","0,00","0,00","0,00","0,00","0,00","61 000,00","26 000,00","87 000,00","4 283 000,00","4 063 000,00","220 000,00","0,00","0,00","220 000,00","0,00","0,00","0,00","0,00","0,00","220 000,00","0,00","0,00","0,00","0,00","0,00","220 000,00","0,00","0,00","220 000,00"
5918001688,2018,низкий,26.01.1998,Действующее,"0,00","0,00","0,00","0,00","3 558 000,00","0,00","0,00","0,00","0,00","3 558 000,00","13 220 000,00","0,00","1 756 000,00","3 000,00","48 000,00","0,00","15 027 000,00","18 585 000,00","2 671 000,00","0,00","0,00","8 485 000,00","127 000,00","-11 316 000,00","-33 000,00","0,00","11 000,00","0,00","0,00","11 000,00","15 421 000,00","3 186 000,00","18 607 000,00","12 801 000,00","24 294 000,00","-11 493 000,00","0,00","0,00","-11 493 000,00","0,00","0,00","0,00","2 016 000,00","695 000,00","-10 172 000,00","0,00","0,00","13 000,00","0,00","-48 000,00","-10 207 000,00","0,00","0,00","-10 207 000,00"
5918001688,2017,низкий,26.01.1998,Действующее,"0,00","0,00","0,00","0,00","5 587 000,00","0,00","0,00","0,00","0,00","5 587 000,00","18 807 000,00","0,00","1 463 000,00","3 000,00","2 070 000,00","0,00","22 343 000,00","27 930 000,00","2 671 000,00","0,00","0,00","8 485 000,00","127 000,00","-1 109 000,00","10 174 000,00","0,00","24 000,00","0,00","0,00","24 000,00","12 588 000,00","5 144 000,00","17 732 000,00","22 592 000,00","27 660 000,00","-5 068 000,00","0,00","0,00","-5 068 000,00","0,00","0,00","0,00","2 910 000,00","845 000,00","-3 003 000,00","0,00","0,00","14 000,00","0,00","-63 000,00","-3 052 000,00","0,00","0,00","-3 052 000,00"
5918001688,2016,низкий,26.01.1998,Действующее,"0,00","0,00","0,00","0,00","6 705 000,00","0,00","0,00","0,00","0,00","6 705 000,00","21 653 000,00","0,00","5 546 000,00","3 000,00","383 000,00","0,00","27 585 000,00","34 290 000,00","2 671 000,00","0,00","0,00","8 485 000,00","127 000,00","1 943 000,00","13 226 000,00","0,00","38 000,00","0,00","0,00","38 000,00","14 102 000,00","6 924 000,00","21 026 000,00","43 968 000,00","43 831 000,00","137 000,00","0,00","0,00","137 000,00","0,00","0,00","0,00","2 152 000,00","2 966 000,00","-677 000,00","0,00","0,00","12 000,00","0,00","82 000,00","-747 000,00","0,00","0,00","-747 000,00"
5012051873,2018,средний,30.12.2008,Действующее,"0,00","0,00","0,00","0,00","22 078 000,00","0,00","0,00","0,00","0,00","22 078 000,00","0,00","0,00","395 000,00","0,00","44 000,00","0,00","439 000,00","22 517 000,00","10 000,00","0,00","0,00","0,00","0,00","11 936 000,00","11 946 000,00","0,00","0,00","0,00","0,00","0,00","10 571 000,00","0,00","10 571 000,00","3 024 000,00","1 500 000,00","1 524 000,00","0,00","0,00","1 524 000,00","0,00","0,00","0,00","0,00","437 000,00","1 087 000,00","217 000,00","0,00","0,00","0,00","0,00","870 000,00","0,00","0,00","870 000,00"
2221005882,2018,средний,15.02.1994,Действующее,"0,00","0,00","0,00","0,00","122 000,00","0,00","0,00","0,00","0,00","122 000,00","818 000,00","0,00","4 548 000,00","75 000,00","38 000,00","32 000,00","5 512 000,00","5 633 000,00","21 000,00","0,00","237 000,00","29 000,00","0,00","4 591 000,00","4 878 000,00","0,00","0,00","0,00","0,00","0,00","755 000,00","0,00","755 000,00","3 368 000,00","2 158 000,00","1 210 000,00","676 000,00","75 000,00","459 000,00","0,00","0,00","0,00","18 000,00","78 000,00","399 000,00","0,00","0,00","0,00","0,00","-41 000,00","358 000,00","0,00","0,00","358 000,00"
2221005882,2017,средний,15.02.1994,Действующее,"0,00","0,00","0,00","0,00","129 000,00","0,00","0,00","0,00","0,00","129 000,00","568 000,00","0,00","2 048 000,00","75 000,00","2 826 000,00","3 000,00","5 519 000,00","5 648 000,00","21 000,00","0,00","237 000,00","29 000,00","0,00","4 260 000,00","4 547 000,00","0,00","0,00","0,00","0,00","0,00","1 102 000,00","0,00","1 102 000,00","5 614 000,00","3 479 000,00","2 135 000,00","1 990 000,00","93 000,00","52 000,00","0,00","0,00","0,00","18 000,00","1 286 000,00","-1 216 000,00","0,00","0,00","0,00","0,00","-34 000,00","-1 250 000,00","0,00","0,00","-1 250 000,00"
2221005882,2016,средний,15.02.1994,Действующее,"0,00","0,00","0,00","0,00","145 000,00","0,00","2 000,00","0,00","0,00","147 000,00","1 494 000,00","0,00","1 721 000,00","0,00","3 829 000,00","0,00","7 044 000,00","7 191 000,00","0,00","0,00","0,00","0,00","0,00","0,00","5 866 000,00","0,00","0,00","0,00","0,00","399 000,00","926 000,00","0,00","926 000,00","17 329 000,00","12 978 000,00","4 351 000,00","0,00","0,00","4 351 000,00","0,00","0,00","0,00","62 000,00","362 000,00","4 051 000,00","207 000,00","0,00","0,00","0,00","0,00","3 844 000,00","0,00","0,00","0,00"
5407017374,2018,средний,21.06.2006,Действующее,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1 181 000,00","0,00","101 000,00","0,00","1 282 000,00","1 282 000,00","0,00","0,00","0,00","0,00","0,00","0,00","46 000,00","10 000,00","0,00","0,00","0,00","0,00","1 226 000,00","0,00","1 236 000,00","1 550 000,00","1 509 000,00","41 000,00","0,00","0,00","41 000,00","0,00","0,00","0,00","130 000,00","75 000,00","96 000,00","35 000,00","0,00","0,00","0,00","0,00","61 000,00","0,00","0,00","0,00"
5407017374,2017,средний,21.06.2006,Действующее,"0,00","0,00","0,00","0,00","73 000,00","0,00","0,00","0,00","0,00","73 000,00","48 000,00","0,00","4 000,00","0,00","0,00","0,00","52 000,00","125 000,00","0,00","0,00","0,00","0,00","0,00","0,00","-15 000,00","130 000,00","0,00","0,00","0,00","0,00","10 000,00","0,00","140 000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","132 000,00","-132 000,00","5 000,00","0,00","0,00","0,00","0,00","-137 000,00","0,00","0,00","0,00"
5407017374,2016,средний,21.06.2006,Действующее,"0,00","0,00","0,00","0,00","204 000,00","0,00","0,00","0,00","0,00","204 000,00","48 000,00","0,00","4 000,00","0,00","0,00","0,00","52 000,00","256 000,00","0,00","0,00","0,00","0,00","0,00","0,00","122 000,00","129 000,00","0,00","0,00","0,00","0,00","5 000,00","0,00","134 000,00","0,00","308 000,00","-308 000,00","0,00","0,00","-308 000,00","0,00","0,00","0,00","0,00","0,00","-308 000,00","0,00","0,00","0,00","0,00","0,00","-308 000,00","0,00","0,00","0,00"
4217127049,2018,низкий,16.08.2010,Действующее,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","453 000,00","0,00","137 000,00","0,00","182 000,00","0,00","772 000,00","772 000,00","15 000,00","0,00","0,00","0,00","0,00","727 000,00","742 000,00","0,00","0,00","0,00","0,00","0,00","30 000,00","0,00","30 000,00","1 037 000,00","830 000,00","207 000,00","107 000,00","0,00","100 000,00","0,00","0,00","0,00","0,00","12 000,00","88 000,00","18 000,00","0,00","0,00","0,00","-91 000,00","-21 000,00","0,00","0,00","-21 000,00"
4217127049,2017,низкий,16.08.2010,Действующее,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","495 000,00","41 000,00","194 000,00","0,00","280 000,00","0,00","1 010 000,00","1 010 000,00","15 000,00","0,00","0,00","0,00","0,00","748 000,00","763 000,00","0,00","0,00","0,00","0,00","0,00","247 000,00","0,00","247 000,00","3 050 000,00","2 565 000,00","485 000,00","79 000,00","0,00","406 000,00","0,00","0,00","0,00","0,00","14 000,00","392 000,00","78 000,00","0,00","0,00","0,00","0,00","314 000,00","0,00","0,00","314 000,00"
